site_id,document_id,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,sentiment,doc_str,neg,neu,pos,compound
RGV,03_004_12c_002,0.04239401496259352,0.06982543640897755,0.04239401496259352,0.04488778054862843,0.06733167082294264,0.057356608478802994,0.08478802992518704,0.04488778054862843,0.04987531172069826,0.07231920199501247,0.02743142144638404,feel feel good bit uh lost questions think kind got hang eventually actually something really well go students like jasmine jasmine said piz lisa feeling nervous like think feeling nervous probing like think like giving textual evidence good job like pushing think pushing give textual evidence today's coaching session want focus next simulation want focus scaffolding students give incorrect answer students give answer correct fix misunderstanding build culture making mistakes teachers students make mistakes right away jump correcting giving right answer guiding towards right answer know maybe answer gave fully incorrect might going right steps guide looking back text reviewing things already know order find correct answer absolutely want model ethan tells think lisa's feeling excited new job know lisa feeling excited new job know incorrect answer going follow saying thank sharing using evidence text tell think ethan's immediately going give evidence text tells thinks lisa feeling excited new job give side text want know thinking going follow saying evidence text tells us say feeling different evidence text tells us lisa's feeling going give second opportunity go back text find textual evidence ethan still struggling second opportunity say another evidence text might tell us something different going guide paragraph ethan read paragraph four learn lisa recap sending text twice giving paragraph going practice practice want put chat read well give incorrect answer response thanks sharing using evidence text tell think followed evidence text might tell something different finally read paragraph four think learn lisa think might better uh like reviewing think better go back twice like think process might better instead um something saying great like accepting wrong answers moving oh well think better like um students get actually see text answer might incorrect one kind guides refreshes memory happened text absolutely let us practice going teacher going give incorrect answer going ask lisa likely feeling pizmo brings lie detector results going give incorrect answer ready lisa likely feel pizmo brings lie detector results think lisa calm text found feeling calm well paragraph 22 says smiled relaxed lisa smile feel relaxed text says pizmo looked lie detector results saying good quality honest go back text else would feeling calm well paragraph 20 says heart pounding loudly chest maybe scared nervous see go lisa seems nervous rather calm well could see evidence hands feeling bit clammy meaning probably feeling nervous calm text perfect scene great job jump right next scenario sorry thank,0.059,0.614,0.327,0.9989
RGV,03_004_12c_004,0.03773584905660377,0.0649895178197065,0.033542976939203356,0.04612159329140461,0.04612159329140461,0.0649895178197065,0.07337526205450734,0.023060796645702306,0.039832285115303984,0.06708595387840671,0.008385744234800839,feeling first simulation think went pretty good good great alright going going talk things went really well give strategies go even better next time good job first student said think lisa feeling nervous great job pointing right back text asking provide text evidence makes think nervous say anything really strong thing always looking candidates point students back text give evidence today going work helping scaffold student's understanding come complete understanding end noticed times trying help get correct answer sometimes gave correct answer without giving like piece stepping stone got make sense time want make sure helping students come full claim want say claim provide text evidence also give warrant claim lisa feeling nervous evidence would page paragraph says warrant would heard end oh heart pounds flag competition ultimately got warrant could lisa feeling nervous prompted text gave text say great ever felt nervous know heart pounding feel nervous would make complete full understanding make sense yes another example scaffold full understanding ethan said thought lisa feeling excited new job responded internship always little exciting sort moved lisa really excited new job knew text let say answer without correcting scaffolding next time would helpful said part text made think excited says gives answer like huh still still trying prove excited might say let us reread part text could point part text way would build correction would help understanding sort one facilitating get make sense yes think would helpful better helped find answer versus telling answer think would better oh sorry well think get right answer get independence classroom exactly great really saw part lot thinking work end started bringing think spy think reporter way sort telling building ideas instead think think asked think lisa really makes think also included think reporter sort gave answer without letting get ava said think new student intern one possible option really know based excerpt read might say great used could describe like ava told new student intern referenced page number experience anyone thinks something different might get another example make sense yes going practice going give incorrect answer would like try scaffold understanding get correct correct answer make sense uh huh might ask think lisa's feeling would respond think lisa's feeling angry brings lie detector results think makes feeling little angry know like people think lying anything text make see think feeling angry hmm let look give minute look hmm oh see paragraph four says lisa could feel feeling growing nervous oh must angry must nervous get yes great exactly looking even prompt like let look text know even say oops timer cannot find could say look paragraph could second step like text makes think say know let us look text see find answer please look tell exactly line go make sense yes alright great job going opportunity simulation beginning time going try help scaffold complete understanding questions get started far great,0.064,0.667,0.269,0.9987
RGV,03_004_12c_008,0.019736842105263157,0.049342105263157895,0.01644736842105263,0.029605263157894735,0.03618421052631579,0.04276315789473684,0.05921052631578947,0.019736842105263157,0.019736842105263157,0.05921052631578947,0.01644736842105263,go think went well felt really tongue tied feel way want first start positive something noticed really well savannah asked gave really great answer right able identify like excellent answer gave textual evidence like perfect know answer excellent let us think make sure students provide excellent answer making sure pushing students provide textual evidence well want go today think important students give claim also give textual evidence um way like teacher knows actually read text like coming something like actually read text coming something absolutely let model looks like going put chat well student tells lisa feeling nervous teacher student tells lisa feeling nervous going say thank using textual evidence tell know thank using text tell know agreeing disagreeing pushing give textual evidence every single time would give response ask textual evidence yes long giving textual evidence response every single response even correct incorrect pushing give textual evidence give textual evidence um like like last time tell oh good job thank telling using textual evidence like yes thank telling thank using textual evidence discussion really like tell student right wrong want wait students shared answer give right wrong answer tell oh thank think right everyone else thinking completely different raise hand let us try going student going teacher going say going tell lisa going ask question lisa likely feeling pizmo brings lie detector results start yes lisa likely feel pismo mentions lie detector results think lisa nervous thank using textual evidence please tell know lisa nervous oh well know lisa nervous says paragraph 20 heart pounding loudly chest maybe scared nervous good job thank alright perfect ask another student going thing build conversation around textual evisdence great job remembering line great job great job giving answer excited see try next simulation let us transition next simulation actually chance try simulation beginning questions get started,0.059,0.577,0.364,0.9988
RGV,03_004_12c_011,0.017582417582417582,0.02197802197802198,0.008791208791208791,0.004395604395604396,0.026373626373626374,0.01978021978021978,0.03076923076923077,0.015384615384615385,0.01098901098901099,0.024175824175824177,0.01098901098901099,think went um feel like feel like went like like giving questions want want like read forget question forgot question especially going understand question wanted like cut questions short want probably go back text often really wanted know instead like yes discussion going back texts like actually pointing point point meant like giving give example first like think like like suspenseful like give another another example know like think kind like hit nail right head going work today want commend say saying glad said questions clearly even though kind tweaked little bit great classroom naturally like lots times curriculums things like scripted type questions want ask make work teachers great job definitely clear students asking commend think kind identified exactly going work going work round two focusing assisting students using text answer asked lot like think think sharpen question little bit saying text makes think make sure going back text evidence might say like cool place new york things use text answer question excited know would would still pull details teacher might say well text want look text involves lie detector results question asking us lisa feels pizmo brings lie detector results let us look text kind helping students know look text giving little bit work make sense yes student intern question know someone might say student intern might say response think repeat question sorry student responds think lisa's student intern ask role job might respond help us realize student intern would respond asking text referring text say like text find saying like text makes think text find type example person says well first line hi new student intern know student intern could ask student another question looking wrong place text um saying yes right text say like say text want necessarily tell students right might right like say student intern first line read paragraph four paragraph four student say oh says would know cover student student intern lie sometimes ask students know text see might give wrong information case might need say look paragraph pointed something paragraph 17 giving little summary end said paragraph 17 talks technology hiring young people could say look paragraph 17 paragraph particular necessarily help us much questions could point students right direction students misunderstanding excited could say well let us look end story lie detector results brought student misunderstanding job could say let us look paragraph four see make sense yes um think like maybe highlighting like answer like question would make eaiser kind got nervous like like trying find like like know think definitely good strategy necessarily enough time prepare right get simulation future work text based evidence definitely good idea highlight thing done paper underline star answers easy look back text would great strategy use another time,0.033,0.64,0.327,0.9993
RGV,03_004_12c_017,0.0175,0.04,0.0125,0.025,0.0225,0.045,0.0425,0.0175,0.01,0.035,-0.0025,could tell talking totally fine tricky sometimes figure talking make tricky watched lot videos difficult think felt um think could done better nervous like wait talking pay attention talking call someone know keep asking um think maybe could done better could asked questions thought time like mind going like fast like need move next question like could spent little would definitely agree think really great job oh let start new timer really great job making sure heard students giving students voice classroom really important lots times know might see someone directly know calling one student continue ask students like well think agree know think really make sure heard students would prompt little bit kind saying continue ask questions student thought maybe could also better think simulation example first person responded jasmine lisa feeling nervous asked text evidence said story gave conclusion awesome made look directly text thought justification want students able give said heart pounding saw paragraph 20 read immediately asked agree another student think could even ask questions heart pounding example like heart pounding usually mean like heart pound almost ask students make connection text prior knowledge explicitly say nervous heart pounding click little bit makes lot sense thought time running worry time even spent five minutes well would never spend five minutes one question simulator would push along know ask questions keep going um also help student says something wrong able address one students said new student intern asked makes think student said author wrote paragraph could probe little bit deeper say well say might like paragraph one say later story tells us lying could look paragraph four believe says know maybe covers going blown student said something new student intern um know say paragraph one need address wrong answer um use text like kind question text say well says paragraph one maybe say later know immediately pivot another student see difference let us maybe practice student asked lisa feeling pizmo brings lie detector results going say think calm says relaxed paragraph 22 might ask paragraph say good would forced go look text would kind fix misunderstanding calm told passed test nervous would great question students look text figure problem address misconception ask another question um questions good practice next round going exact questions start one students opportunity kind ask couple questions put back text fix misunderstandings right little bit late start timer going think probably five minutes,0.072,0.658,0.27,0.9983
RGV,03_004_12c_021,0.014925373134328358,0.022388059701492536,0.014925373134328358,0.004975124378109453,0.029850746268656716,0.022388059701492536,0.03980099502487562,0.014925373134328358,0.012437810945273632,0.03482587064676617,0.017412935323383085,alright think went got scared think would agree glad freeze anything like good also would like point always asked students like text made think almost every time student responded great want constantly ask students like getting text think something well one thing think work make simulation stronger want focus helping students revise misunderstandings using text using questions help students identify say something incorrect missunderstanding ever recognize students misunderstandings simulation ava responded intern yes ava responded intern asked anybody wanted help kind got quiet like well new student intern get information student said wrote right paragraph one yep introduce beginning kind affirming answer saying yep answers correct rather saying know text say student intern also parts text show us telling truth student could read think know read first time student's reading quickly reading lot intention might say oh student intern says right continue reading find lying paragraph four um student says know intern say well anything else text makes us think student intern student could go looking text someone could say student intern might want point students paragraph four example paragraph four says would know cover student intern lie student responds student intern might respond know something else text tells us student intern though student might find could say read paragraph four see paragraph four see difference kind affirming clarifying misunderstanding text feel like maybe mention little weird also dev answered really like state wrong right right sometimes feel nervous uncomfortable saying know quite right want make sure like name know might student intern let us look text see shows us actually student intern kind make sure students know answer wrong find text wrong spy reporter coming want make clear student intern see misunderstandings come remember first one feel think jasmine first responds nervous um kind asked gives evidence heart's pounding second student says excited second student says one thing big company new york city elevator buttons right excited want point question asking lie detector test feel lie detector test brought might excited elevator comes question asking asking feel lie detector test brought make sure student looking correct part text know earlier later story maybe paragraph 20 22 kind pointing students text make sure question right part text question go ahead yep question kept looking like guess want like look much oh looking part right good um alright next part simulation going start question one going work helping students clarify misunderstandings using text,0.055,0.691,0.254,0.9976
RGV,03_004_12c_024,0.022573363431151242,0.03611738148984198,0.022573363431151242,0.01580135440180587,0.045146726862302484,0.029345372460496615,0.056433408577878104,0.01805869074492099,0.02708803611738149,0.05191873589164785,0.02708803611738149,right feel simulation little um know kind getting used know talking characters screen think gives pretty good feel would like engage students conversation classroom absolutely also glad felt like good way practice engaging students conversation wanted first start something really well followed students said said makes sense think like new student interns maybe look tech sorry reading notes notes like jumbled right purpose would guiding students back factual evidence pushing look textual evidence really great job especially may give claim one word answer next simulation want focus scaffolding students means like help fix misunderstandings build culture making mistakes also want focus clear way asking one question time something noticed asking multiple questions time like question answer right want think teachers students students misunderstandings think kind steer right direction necessarily say wrong could like half answers right half answers wrong maybe make like think kind reiterate thinking go text maybe create different end process going going model would student got question wrong student felt lisa feeling excited new job teacher response thank sharing using evidence text tell think give time tell think evidence text might tell us something different reason asked evidence text something totally different might point evidence incorrect evidence right might point evidence tells lisa's excited want bring back text second time evidence text might tell us something different even struggling read paragraph four learn lisa point sending back text look text second time look see additional evidence might learn struggling guiding paragraph read paragraph four think lisa think lisa might think might learn lisa questions think might better feel like allows students really go back delve first response kind see got either confused mixed actually able provide textual support going practice going teacher going ask lisa likely feeling pismo brings lie detector results going student ready practice yes right go lisa feeling pismo brings lie detector results think lisa calm thank lisa calm text makes us think lisa calm well chapter 22 paragraph 22 says smiled smiled relaxed lisa smiled relaxed think feeling calm um anything else text make us think feelings going lisa oh well paragraph 20 says heart pounding loudly chest maybe scared nervous mean heart pounding lead nervousness else associate lisa think may causing lie detector results make heart feel way maybe lying good inference maybe lying would lying make feel nervous yes good job noticed good job like sending back text second time next time try earn next time add additional questions know trying make text self connection think great also students want get involved well end coaching session excited see use tools next simulation alright ready begin next part part two simulation yes sorry mic problem,0.077,0.62,0.303,0.9989
RGV,03_004_12c_026,0.028089887640449437,0.035580524344569285,0.024344569288389514,0.013108614232209739,0.031835205992509365,0.03932584269662921,0.052434456928838954,0.033707865168539325,0.02247191011235955,0.04868913857677903,0.013108614232209739,sorry cut mid mid sentence oh ok think went teacher um feel like went pretty badly little bit would say went badly um think maybe went badly maybe know respond anymore answers appropriate way ok want give positive feedback first really clear prepared knew text well thought questions wanted students find answers came giving feedback students asked know text say also examples ready go clear knew wanted students get together going kind work get students work respond planning give students point right direction going really work probe students text evidence especially might wrong um started says know lisa's nervous heart's pounding know respond know yes good job like ask knew students responded heart pounding need think students answer something right something kind tricky navigate ethan responded thought lisa excited knew exactly text could show excited said feeling excited want know lie detector results great saying might excited earlier enters building another student intern might excited cool want think lie detector results pointed student back question continued work students want give students opportunity go back text directed look answers really clear misunderstanding make sense yes forgot set timer huh whatever sorry oh ok um ethan responds think excited could start response way could still say know might feeling excited regular intern want know pismo brings lie detector results ethan could look back text see lisa's feeling lie detector results brought could give ethan minute flip like huh know could say well let us look paragraph 14 talks heart rate let us talk paragraph 20 paragraph 20 really brought want talk lie detector results around 20 heart pounding loudly chest point students right direction look text giving little bit opportunity accountable learning ok see difference two yes lead outcome giving students bit like autonomy agency like look text come conclusion let us think student responds think new student intern might say response maybe new student intern says new student intern paragraph four comes says would know cover intern lie student says like intern says first paragraph might say response look back paragraph four see says would know cover student intern lie yes could go ahead prompt student look paragraph four maybe read aloud say like still think student intern asking questions student hopefully connect longer student intern lie students great explanations maybe spy reporter good job saying know really know could know student intern students long provide evidence text evidence say get text makes think might pull real world examples like seen lot spy movies one thing want make sure might spy might reporter know student intern way clarify misunderstanding kind felt um repeating telling know knows right really know fine um think fine student says know clarified student return ideas come long students justify um true know might might spy might reporter might someone stealing government secrets like another student said know one right answer next simulation start couple seconds going work clarifying misunderstanding pointing students test text asking rather telling text says read questions oh sorry still read questions still going go questions students come back wrong answers working simulation going asking know asking questions referring students back text rather telling um paragraph says something want tell wrong figured right ready yes begin simulation,0.062,0.683,0.255,0.9987
RGV,03_004_12c_028,0.03133903133903134,0.05128205128205128,0.02849002849002849,0.022792022792022793,0.03418803418803419,0.05698005698005698,0.06837606837606838,0.019943019943019943,0.014245014245014245,0.06552706552706553,0.011396011396011397,teacher feel like went think went pretty well far like asking students provide feedback justification got answer makes feel going back passage giving key like words like going agree think really good job trying ask students text made think another text relates probing text evidence really allowed ensure students right thinking process also allowed make sure really well reasoned argument lovely oh thank trying motivate make feel like answers automatically wrong like get discouraged students might shy speak like truth like oh feel like love brought teacher think focus round two really trying help student track directive oh thank sharing got information think might another answer might even precise allow student give answer necessarily best one support steer back track yes effective want make sure told want make sure students feel uncomfortable think really set tone culture making mistakes going give feedback improve together really helps lot want think really scaffolding student understanding remember one point student gave answer necessarily best answer spy yes think spy think strong reporter example right becuase fabulous job providing evidence one going back movie also think going back example student intern technically correct maybe best answer technically correct story starts mm hmm cannot right answer conclusions passage goes great think one thing responding student misconception said note elements got correct let us look different point text might provide us different conclusion provide student opportunity really revise answer improve let us little roleplay well going give perfect answer want practice trying redirect help arrive correct answer going pretend asked lisa feel right going student think lisa feels angry brings lie detector results think lisa feels angry well someone calls liar would feel attacked angry could feel angry heart could pounding conclusions also come heart racing like oh like maybe feeling stressed worried stressed worried nervous anxious maybe excited teacher perfectly gave detail text asked would someone feel based information text think student draw connection well affirms yes might feeling nervous anxious go back ask quick follow would feel anxious lie detector results allow student really fully scaffolded response something incorrect feel much better experience get perfect,0.113,0.538,0.348,0.9987
RGV,03_004_12c_031,0.04773869346733668,0.05025125628140704,0.04271356783919598,0.03015075376884422,0.052763819095477386,0.05527638190954774,0.06281407035175879,0.04522613065326633,0.03768844221105527,0.05778894472361809,0.007537688442211055,alright let us see think went um think went think went think good think maybe made bit um well responded made close inaudible know like mean responded know add response give feedback mean little bit trouble think definitely understandable kind figure need ask questions give less feedback want start giving positive feedback always ask students makes think never let respond excited nervous student intern always probe ask little bit thought referred students text think area going work kind works along well saying really sure probe deeper going addressing misunderstandings sometimes students give two different answers always responded think either nervous excited could continue kind discussion like well one feeling want make sure developed student's understanding right answer make sense yes students misunderstand want continue point text clear misconception let us think students said lisa excited um student use text said know new york city want go new york city fancy elevator cool job gave lots reasons might excited another student intern need go back questions asking us lisa's feeling lie detector results really asking student says know think lisa's excited names exciting things text might want go back ask know great job using information text support answer question asking us feels later story pismo brings lie detector test let us go look paragraphs 14 paragraph 20 figure feeling might involve pointing student text might also say lie detector results built elijah tector results brought feeling might encourage student look text either ask generally points paragraph want clear misunderstanding address students think multiple answers sometimes stories multiple answers least want pick ones wrong make sense yes student intern question know paragraph four student intern says cover student intern lie student says student intern might say hmm let us let us go look back text paragraph four say student might realize maybe skipped part read first time um let us think student said think asked feeling lisa feeling pismo brings lie detector test raised hand say think calm paragraph 22 says relaxed might say question lisa feeling results lie detector want wewe go back paragraph said 22 go back paragraph number 22 read pulling mine sorry say paragraph 22 says lisa smiled relax believes falsified lie detector results best lisa promised says relaxed yes want know feeling beginning ohhh lie detector like says yes oh go back read see wrong better understanding kind ask questions scaffold misunderstanding yes great um,0.056,0.653,0.291,0.9984
