,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
wrong,0.07202977,-0.017659286,-0.024001902,0.0896805,0.0981853,-0.03537419,0.021344181,0.16833156,-0.043263976,0.024558565,-0.094727166,-0.048566688,0.021316955,0.068122834,-0.03133895,0.008969894,-0.016916895,-0.021161443,-0.019180328,-0.12331558,0.038628936,-0.0929701,0.02269741,-0.006344848,0.014839612,-0.006411256,0.06638377,-0.058851358,-0.08358725,0.07533613,0.096174106,0.07063205,0.016784994,0.0111867795,-0.045015775,0.07197896,0.0725917,-0.080436476,-0.081497476,-0.03200818,-0.097363934,-0.0034398937,-0.06330089,-0.013167033,0.083584525,-0.027931826,0.04514158,-0.077299915,0.056228615,0.03255084,0.060219347,-0.047536485,-0.06567421,0.0033104469,0.10395759,-0.025267301,-0.047243584,-0.054655347,-0.06446236,0.016407406,-0.0035174736,0.014686006,-0.013916075,-0.08221806,-0.16310763,-0.015503828,-0.00023379237,0.1301822,-0.11105735,0.15402262,-0.008129618,-0.009670645,0.07617455,-0.03142337,0.026861593,0.026331041,0.08950809,-0.075258665,-0.10133052,0.0063149557,-0.006533282,-0.091354884,-0.1138277,0.13588707,-0.13482174,0.002624805,-0.02280422,0.08725329,0.06205205,-0.062319454,0.10002549,0.09022475,0.031448867,0.09235693,0.10721719,0.062974945,0.06782836,0.0013315164,0.016857684,0.035187136,-0.05012207,0.14212002,0.04979049,-0.092608236,-0.066199556,-0.092351794,0.047474165,0.121617444,-0.08186527,-0.067608,-0.024887072,-0.10587683,-0.013935883,-0.06025262,0.03185649,-0.10190454,0.028671604,-0.14988165,0.0044147237,-0.10963006,0.0004952365,0.1304197,0.05191874,-0.06352974,-0.037070252,0.06314206,-0.08900967,-0.06360877,-0.032943178,-0.050605677,0.05729813,0.036443602,-0.04814155,-0.071630634,0.024695681,0.13677946,-0.05230345,-0.060907044,-0.022190893,-0.107840575,0.10094301,-0.13299933,-0.03797773,0.020437848,0.003016103,-0.045437902,-0.018978193,0.05946099,-0.0066414764,-0.0007426787,0.03902962,-0.09232997,0.059100416,0.043476228,-0.17693868,0.08665802,0.09091615,0.047633868,-0.0322552,0.08512995,0.020900229,0.06568416,0.05506709,-0.0777839,0.008855127,0.10066289,0.06776891,-0.03706428,-0.069564745,0.02792181,-0.11957337,0.0354328,0.02243734,-0.048925955,0.08127957,0.021425352,-0.14743313,0.06047135,-0.009529797,0.11108194,0.013607515,0.042774472,-0.045163557,0.015853126,0.05159503,0.086693875,-0.03397702,0.07273622,0.15000188,0.01483362,0.06034413,0.03579671,-0.06609583,-0.055657897,0.030599987,-0.017628288,0.09429252,-0.093270175,0.005790705,-0.122400135
trying,0.06926493,-0.0307645,-0.027543206,0.10419375,0.10392421,-0.041481603,0.041734453,0.17545846,-0.04960748,0.012868415,-0.08488005,-0.03690411,0.030476198,0.08073124,-0.041278042,0.0069261957,-0.014591535,-0.008754499,-0.013022915,-0.13582271,0.055209324,-0.08832594,0.021513391,0.006554732,0.023495318,-0.015899453,0.0637417,-0.06321178,-0.08515413,0.08135487,0.0996787,0.06639766,0.022530477,0.0069077066,-0.035501275,0.07400866,0.0702481,-0.084910646,-0.07732254,-0.05745629,-0.09595792,-0.012671447,-0.059005402,0.00011402118,0.089459166,-0.023848765,0.027191324,-0.0816373,0.05520132,0.03628735,0.054015703,-0.046578765,-0.066393286,0.009334605,0.09514388,-0.026808294,-0.05514101,-0.0661719,-0.08352606,0.014586972,-0.019996282,0.009145246,-0.0034880438,-0.07337469,-0.17323408,-0.013929431,0.0054310407,0.13427074,-0.11724602,0.14920318,-0.0015464777,0.001524237,0.0809507,-0.030268831,0.032952286,0.037457403,0.09512202,-0.078288905,-0.11375951,0.008787618,-0.0058631236,-0.07956085,-0.11055925,0.14271635,-0.13786824,0.008457227,-0.014649478,0.09415138,0.05702003,-0.054894563,0.1015596,0.0889799,0.024277518,0.08398535,0.1101876,0.0711707,0.06288175,-0.015015901,0.032015424,0.035578657,-0.065508224,0.13718705,0.059080947,-0.09066177,-0.07070056,-0.09846742,0.04257517,0.11848096,-0.08163114,-0.06764251,-0.029171012,-0.11361293,-0.023065388,-0.057028443,0.03175823,-0.08936306,0.032477196,-0.1541681,-0.006521261,-0.11044651,0.006559301,0.12536372,0.061613537,-0.0819267,-0.039674673,0.053984825,-0.083684064,-0.05807133,-0.042857133,-0.046469856,0.068330586,0.033175327,-0.050909936,-0.075774446,0.023655957,0.13150004,-0.04332947,-0.05949538,-0.024266912,-0.11709221,0.094531536,-0.13643342,-0.034058094,0.007592728,-0.0024031345,-0.0433598,-0.01790499,0.061171383,-0.0021327024,-0.0050386055,0.052191924,-0.08686499,0.0440689,0.045114003,-0.16999428,0.09768875,0.09065759,0.047891367,-0.037787646,0.07684402,0.02193675,0.061385527,0.04111908,-0.07398887,0.0052084457,0.09016437,0.07507444,-0.035652395,-0.06631273,0.026436925,-0.09466943,0.029035576,0.01033799,-0.040732726,0.07608912,0.031887047,-0.13704102,0.052005198,-0.010028269,0.095238455,-0.007497832,0.03924001,-0.03712075,0.014500841,0.05254538,0.078208394,-0.027297469,0.0738363,0.14601609,0.011004752,0.06528025,0.038012546,-0.07088641,-0.069213055,0.025827628,-0.012943885,0.0758469,-0.0874951,0.0030904217,-0.10190564
textual,0.07093453,-0.014133148,-0.021759406,0.07760508,0.089539476,-0.031192042,0.00972734,0.14927377,-0.03892689,0.038357448,-0.10114123,-0.049383976,0.024422344,0.056507137,-0.020388072,0.008533104,-0.0141208,-0.032260202,-0.024017636,-0.123427615,0.030791936,-0.09970202,0.01734815,-0.008902285,0.009388431,-0.0044974387,0.06774664,-0.050590858,-0.080570474,0.072238326,0.08981768,0.07714321,0.012276825,0.0018325683,-0.04733755,0.06867743,0.07202335,-0.07839268,-0.085286245,-0.0178523,-0.094787054,-0.0067206505,-0.06603632,-0.017818967,0.091942996,-0.03676256,0.05150059,-0.07886507,0.062020134,0.023341114,0.0631269,-0.04388941,-0.071071096,0.010790526,0.09967135,-0.02782241,-0.047393043,-0.0537225,-0.056704998,0.027066547,0.006180128,0.0153191,-0.023244131,-0.08238125,-0.15649284,-0.0069450047,0.0037437088,0.12816624,-0.107892066,0.15988067,-0.012399417,-0.008149682,0.07777959,-0.033457357,0.022863608,0.023574723,0.09280583,-0.080512084,-0.095373385,0.0040513366,-0.016163897,-0.09950634,-0.10773758,0.12673545,-0.12580872,-0.0017177288,-0.032963585,0.090237096,0.07093806,-0.06734551,0.09738327,0.08966628,0.040401336,0.08868845,0.1006389,0.052732725,0.07369273,0.018145181,0.00735519,0.037570737,-0.035796832,0.14919074,0.050027836,-0.0906483,-0.05713218,-0.08749067,0.04615915,0.11944216,-0.08883073,-0.07022887,-0.025667401,-0.100500144,-0.008010056,-0.06287258,0.024711533,-0.108031176,0.022784403,-0.14696693,0.0028173064,-0.10964301,-0.0075401687,0.13313289,0.043158624,-0.06228967,-0.03199105,0.06996785,-0.080076896,-0.0608247,-0.031823948,-0.05327894,0.056008205,0.045148652,-0.039549705,-0.071353495,0.019947821,0.14168067,-0.061244328,-0.058368813,-0.0210146,-0.10680982,0.11283169,-0.12383804,-0.038027678,0.01867597,0.008813756,-0.061075486,-0.022864511,0.061785214,-0.010550856,-0.0120009035,0.023756472,-0.09977018,0.07227373,0.04727649,-0.18059883,0.080549344,0.077028975,0.050536163,-0.028626144,0.083772086,0.026416605,0.07366691,0.064835526,-0.07639154,0.014800217,0.10669625,0.062031887,-0.044077594,-0.067520246,0.023920897,-0.13061093,0.03794311,0.026717657,-0.058465153,0.08529748,0.013537386,-0.14681892,0.056943867,-0.005877392,0.11527904,0.02712206,0.043416932,-0.051677868,0.016386626,0.04836542,0.08611228,-0.027998729,0.06915995,0.15316027,0.015020022,0.061029576,0.040571462,-0.07353921,-0.050206516,0.03293349,-0.03224042,0.09655416,-0.100505546,0.011019978,-0.12445027
using,0.07426697,-0.019121373,-0.025312414,0.083594404,0.092416935,-0.03428961,0.020738179,0.16570474,-0.03559907,0.030635554,-0.09432851,-0.047781833,0.023340302,0.055350818,-0.03112837,0.0052639623,-0.015457703,-0.026653083,-0.019704634,-0.12338415,0.036771405,-0.09334789,0.01621132,-0.009784534,0.007987183,-0.009258454,0.05660725,-0.056658167,-0.07957095,0.073342584,0.09296788,0.07421096,0.016626028,0.0077074785,-0.04785175,0.07070616,0.06886477,-0.079292014,-0.0787346,-0.030734992,-0.09023714,-0.006623004,-0.06186161,-0.008560117,0.09540791,-0.031920306,0.04909704,-0.07362025,0.05986019,0.026672726,0.0617722,-0.046964396,-0.06899772,0.0017145772,0.10237759,-0.024915626,-0.04406657,-0.054403543,-0.06761368,0.021972826,0.0016948683,0.012931406,-0.017022686,-0.08113742,-0.15463907,-0.014934523,0.004044012,0.13077636,-0.105270565,0.154527,-0.010072341,-0.012184667,0.07602277,-0.026647408,0.02643,0.024790857,0.095703624,-0.08503946,-0.10634118,0.0032346207,-0.013268066,-0.090045646,-0.11363987,0.14146177,-0.12843375,-0.0019645942,-0.023117956,0.089638636,0.06475186,-0.062089346,0.102981724,0.08587762,0.035725046,0.09136906,0.108118765,0.05952814,0.069188654,0.0064057847,0.013810406,0.03619959,-0.04660551,0.14796227,0.051026683,-0.09675167,-0.06321417,-0.08644984,0.04259473,0.12221503,-0.08582529,-0.0721987,-0.021770323,-0.11159987,-0.017131992,-0.05757072,0.028073117,-0.10387505,0.033191472,-0.15383303,7.524502e-05,-0.108170606,-0.006408292,0.12916456,0.053012308,-0.068835795,-0.032307554,0.06915803,-0.08218514,-0.0653242,-0.038506817,-0.043529805,0.05828418,0.03723129,-0.04637458,-0.07685362,0.017002955,0.13694133,-0.058000695,-0.056846526,-0.018466769,-0.10815279,0.10516399,-0.13467157,-0.03790616,0.023191826,0.009942768,-0.053187396,-0.01742159,0.055937394,-0.008635085,-0.010415345,0.029024877,-0.099667154,0.06597948,0.050118376,-0.1808715,0.08609858,0.082921825,0.044557244,-0.035412483,0.082595214,0.025746386,0.066417895,0.056953084,-0.072901584,0.014840927,0.10073661,0.06541397,-0.04046884,-0.06934995,0.025604593,-0.11718313,0.037964176,0.023600891,-0.053650092,0.07950596,0.019796703,-0.14715232,0.054283407,-0.0075797844,0.11071002,0.018450774,0.038902868,-0.044361643,0.017379792,0.04806322,0.083579645,-0.026316306,0.071716554,0.14929137,0.019031603,0.0637087,0.031351764,-0.071272835,-0.05559169,0.028772991,-0.021770634,0.099323764,-0.09906127,0.002227031,-0.12011121
making,0.056021463,-0.027225915,-0.023399258,0.091640525,0.104866125,-0.04607712,0.034151014,0.17393203,-0.048450176,0.019563418,-0.084292255,-0.044516265,0.026324077,0.06902627,-0.04092062,-0.0021643818,-0.011107069,-0.008400365,-0.016550165,-0.14422,0.053129736,-0.080951065,0.029270945,0.001400219,0.02375781,-0.015546416,0.0619726,-0.06221112,-0.0719786,0.08830112,0.10718894,0.064199336,0.03442778,0.014647061,-0.036271404,0.0721033,0.06248667,-0.08374843,-0.07946703,-0.061628565,-0.09636692,-0.017020097,-0.04447433,0.00045663049,0.08837458,-0.021401018,0.022708006,-0.08289613,0.05169898,0.03814949,0.052331712,-0.05210625,-0.06587732,0.005189225,0.09562043,-0.030103577,-0.056463804,-0.06467209,-0.08167554,0.015924608,-0.033635255,0.002332521,0.000431411,-0.0773634,-0.17824493,-0.012979681,0.0042377273,0.1340361,-0.1256596,0.14841187,0.0020906588,-0.00078224635,0.073867746,-0.022465141,0.03157026,0.029781183,0.089564234,-0.080283746,-0.11654457,0.026628217,-0.013861477,-0.07528506,-0.10255199,0.14874752,-0.13391687,0.010955479,-0.02803268,0.10055638,0.05507702,-0.05772529,0.10566765,0.09145984,0.022282561,0.08197542,0.110136464,0.08021844,0.06837891,-0.013514608,0.037660033,0.03178387,-0.072135344,0.14350674,0.054851312,-0.08884364,-0.08074724,-0.09345041,0.046946883,0.114140026,-0.0840933,-0.06855895,-0.022734068,-0.110327244,-0.03194723,-0.06445089,0.036186684,-0.08209865,0.032608334,-0.16303474,-0.00974393,-0.10762241,-0.0021274071,0.1272933,0.064827375,-0.07403788,-0.043047447,0.06252465,-0.08360709,-0.049853604,-0.038139332,-0.044361178,0.0643388,0.026493486,-0.04801065,-0.06438234,0.021238076,0.121519454,-0.040237173,-0.06623747,-0.029662466,-0.12091803,0.084052354,-0.13503087,-0.030748934,0.0024071718,0.0026220335,-0.04310935,-0.015163041,0.058973078,-0.007857423,-0.011213025,0.05035384,-0.074853726,0.042841308,0.04089901,-0.1754229,0.0930718,0.08993886,0.048907656,-0.04318232,0.07133705,0.029690992,0.052692406,0.038310755,-0.06831406,-0.0037618508,0.08609926,0.08101042,-0.030918127,-0.06636939,0.029142387,-0.10002931,0.036898665,0.01205271,-0.03459121,0.07824596,0.043597758,-0.14258087,0.05648127,-0.013410327,0.09790157,-0.003872731,0.032293543,-0.036326807,0.020221116,0.06027154,0.077249765,-0.031765036,0.072195865,0.15268736,0.01379632,0.0560291,0.03546059,-0.07064546,-0.070668325,0.032225367,-0.005008458,0.068692334,-0.084750935,0.008231381,-0.10915362
instead,0.06735931,-0.029612646,-0.027334262,0.09967793,0.09968547,-0.046831325,0.04260143,0.17873609,-0.049902465,0.01677568,-0.083890155,-0.047088012,0.019938093,0.07562095,-0.046114784,0.0047874763,-0.010834674,-0.0052343914,-0.017894858,-0.14374273,0.054021556,-0.082149066,0.028411666,0.00645247,0.016003363,-0.0120258285,0.059444074,-0.062189396,-0.080015786,0.08217307,0.10494868,0.06445711,0.025521874,0.013496764,-0.035381135,0.07546123,0.070211984,-0.083483055,-0.07143823,-0.0585967,-0.09193001,-0.01817168,-0.049645554,-0.004954044,0.086862795,-0.021869043,0.027222605,-0.08231069,0.05507032,0.034989547,0.052455135,-0.048340745,-0.0651908,0.0017826176,0.100522615,-0.020759223,-0.052408192,-0.058129724,-0.08151276,0.009969492,-0.025555644,0.0057389806,-0.00029977804,-0.07126383,-0.16883573,-0.01725803,0.0034467215,0.13816738,-0.11255459,0.14987813,-0.0043633315,-0.01123672,0.07884616,-0.025785383,0.034833595,0.03760688,0.089774296,-0.07813865,-0.10833504,0.014748152,-0.011483092,-0.081104614,-0.10813533,0.15855421,-0.13575853,0.015131685,-0.023912363,0.096940994,0.055257175,-0.05901015,0.10892931,0.08845619,0.02345343,0.083973184,0.10896867,0.07721409,0.067280576,-0.016006527,0.033704728,0.032626536,-0.060486663,0.14067732,0.051935047,-0.08330441,-0.07928161,-0.09795635,0.043671373,0.11695977,-0.08527354,-0.07041256,-0.027291339,-0.112608925,-0.027170824,-0.06137343,0.034768477,-0.08790617,0.030715732,-0.16554216,-0.0055988994,-0.11060064,0.0017279494,0.12610695,0.06737574,-0.07319853,-0.039141357,0.05198051,-0.08997292,-0.05601093,-0.040016484,-0.044976875,0.061506867,0.027257541,-0.044240512,-0.067328684,0.021168586,0.12812787,-0.04125741,-0.06788039,-0.025406372,-0.11604292,0.09188624,-0.14279664,-0.033471365,0.012721914,0.0013842424,-0.036848433,-0.016955338,0.051139235,-0.0037949996,-0.0017613022,0.05359542,-0.07893279,0.04546354,0.03692243,-0.17217548,0.093912795,0.091419674,0.039596964,-0.040485185,0.07809819,0.023788122,0.056703806,0.04055678,-0.07385588,0.0028651482,0.08962391,0.081972964,-0.034323547,-0.068402514,0.031224227,-0.09845916,0.034268226,0.01055884,-0.034478188,0.07214574,0.04159386,-0.14103824,0.05064205,-0.0086350255,0.09858925,-0.0024183716,0.032593448,-0.038308237,0.017109739,0.05343599,0.07775053,-0.028074902,0.07237237,0.14430748,0.009914759,0.05811337,0.03334012,-0.0665935,-0.06870427,0.02522508,-0.009596894,0.07331332,-0.085702404,0.0066210623,-0.11122687
text,0.07166948,-0.025706558,-0.033290375,0.0955184,0.09512717,-0.042665057,0.024110008,0.17191403,-0.038656633,0.025877666,-0.091887675,-0.040055923,0.019183252,0.059905913,-0.030311378,0.0078109833,-0.016155237,-0.025785606,-0.024501925,-0.12937422,0.04091799,-0.09242705,0.022619827,-0.0039004716,0.009758329,-0.00937481,0.05743942,-0.05989912,-0.08909754,0.074330695,0.09578932,0.07338752,0.021526745,0.011153812,-0.049469285,0.06976849,0.06495517,-0.08063132,-0.08155661,-0.031886984,-0.09327414,0.00096876844,-0.06592375,-0.0112394225,0.09300088,-0.03511877,0.041788276,-0.08059386,0.060442276,0.031026075,0.06104332,-0.043693356,-0.06397512,0.0018891537,0.10508469,-0.022306133,-0.049207535,-0.05358527,-0.06633238,0.02145558,0.0010020846,0.01439135,-0.022562033,-0.0776707,-0.15538898,-0.014791909,0.0010657742,0.1343579,-0.104631834,0.15140659,-0.014286202,-0.014083062,0.081653796,-0.030216249,0.029961407,0.027287893,0.09358834,-0.08222388,-0.1056375,0.0004868042,-0.010868986,-0.08904323,-0.11693591,0.13901661,-0.13076359,-0.0016881813,-0.020810395,0.08481529,0.059569042,-0.06299995,0.10915667,0.092069365,0.03187376,0.09034702,0.11018023,0.063668326,0.06662139,0.00085677655,0.017043386,0.041176148,-0.042897616,0.14673318,0.050507955,-0.09677171,-0.065495044,-0.089654975,0.04781906,0.1227011,-0.08648955,-0.07364104,-0.029420894,-0.10832056,-0.016333349,-0.05766953,0.030778198,-0.10175363,0.030766807,-0.15026765,0.0033461894,-0.10855027,-0.0072087008,0.12913026,0.05441685,-0.07429801,-0.028097678,0.057367094,-0.09034984,-0.06966028,-0.040060896,-0.0452856,0.05587799,0.035445385,-0.039763644,-0.07914744,0.018610649,0.13466105,-0.057676353,-0.054220796,-0.022021811,-0.10815592,0.11026117,-0.13604443,-0.039796513,0.020573158,0.0057167043,-0.047008164,-0.017323315,0.054738253,-0.004235198,-0.002184906,0.03171541,-0.09662304,0.055852953,0.047285803,-0.169155,0.086012445,0.08992533,0.040202416,-0.03679558,0.088879526,0.017810136,0.067503504,0.05812506,-0.070082285,0.0127742095,0.098943904,0.0692335,-0.04622152,-0.06639807,0.027282692,-0.119838215,0.03204019,0.02314076,-0.052393984,0.076443695,0.016954225,-0.14292818,0.055855907,-0.0010124259,0.10466701,0.013610856,0.04088813,-0.04570439,0.016044905,0.04404133,0.07987635,-0.026797932,0.07739702,0.1424257,0.016552506,0.061521616,0.039491914,-0.06743184,-0.05421503,0.027525414,-0.02184308,0.09281288,-0.09450532,0.0012083015,-0.11254227
important,0.06769323,-0.026018208,-0.027779488,0.09665103,0.10038731,-0.041104544,0.03101334,0.16916047,-0.044696636,0.022258313,-0.081895895,-0.035589233,0.027309705,0.07486973,-0.034242727,0.009065709,-0.01843093,-0.015401533,-0.013882684,-0.1337675,0.051636156,-0.08732017,0.023169383,0.0039781053,0.0173846,-0.013802658,0.05854696,-0.06122876,-0.079297975,0.075546615,0.1018043,0.06901372,0.023692388,0.009473673,-0.03884758,0.06741887,0.06434503,-0.086569935,-0.0766009,-0.053313464,-0.093699746,-0.016348207,-0.06402635,-0.0032071178,0.08704199,-0.020852484,0.029710837,-0.08502075,0.0536278,0.03819905,0.05921363,-0.04770575,-0.060543563,0.010163341,0.09915701,-0.022184428,-0.05199783,-0.06302695,-0.0746818,0.015923293,-0.01584097,0.010740804,-0.008852345,-0.07478887,-0.17257617,-0.0077930307,0.0032413795,0.12567346,-0.12227643,0.14777473,-0.0072985096,-0.002030439,0.08309008,-0.02912106,0.029578092,0.03362388,0.09341843,-0.076589726,-0.117023215,0.006917869,-0.008909279,-0.07993257,-0.10558271,0.14180173,-0.13808385,0.0064363,-0.0139733935,0.093159616,0.056756325,-0.059899542,0.098931335,0.08634925,0.030339453,0.07939123,0.108461656,0.065425836,0.06372385,-0.012293661,0.023672294,0.03464169,-0.062774144,0.13680954,0.055342592,-0.09446858,-0.07127364,-0.09467232,0.03775734,0.12372885,-0.08489628,-0.07178299,-0.030722382,-0.11162732,-0.0209419,-0.0551562,0.035526056,-0.08939316,0.032958664,-0.15558183,-0.005186219,-0.11370987,0.0011535443,0.120068066,0.059066977,-0.07832612,-0.036029924,0.05934477,-0.08423032,-0.056281745,-0.03962843,-0.045864496,0.06703901,0.03464211,-0.04651133,-0.07713171,0.021940578,0.1322758,-0.044103906,-0.059644543,-0.023162177,-0.11784603,0.09661471,-0.14276603,-0.040796556,0.008844012,0.00087728584,-0.049392894,-0.01992982,0.066021524,-0.0047802995,-0.0010071133,0.04231502,-0.08705407,0.043212615,0.04584042,-0.16900271,0.101116806,0.089021794,0.050635025,-0.030725803,0.07894174,0.027514203,0.05870675,0.04025087,-0.070147224,0.006460076,0.099369615,0.07361984,-0.040464297,-0.06915573,0.025230994,-0.10775413,0.03539833,0.012917795,-0.04784742,0.07663275,0.028846422,-0.13614187,0.050657988,-0.006418381,0.1047401,0.004423501,0.038750373,-0.035769995,0.023325367,0.057673324,0.08442536,-0.034547735,0.07961322,0.15277457,0.013724803,0.060895164,0.03809152,-0.07103054,-0.068208165,0.029043412,-0.016607426,0.08106967,-0.097949274,0.003379634,-0.11316485
exactly,0.06663239,-0.028329657,-0.028398672,0.10598931,0.09939999,-0.04816518,0.037553117,0.1792824,-0.047659196,0.01810952,-0.084740646,-0.04038416,0.022666832,0.07410631,-0.044109557,0.008537306,-0.013514161,-0.014290673,-0.021317748,-0.13669056,0.046829287,-0.08723086,0.022050435,-0.0030057456,0.02001576,-0.014363893,0.05426398,-0.058755253,-0.0896284,0.08347749,0.10423516,0.06856096,0.024988204,0.0106111225,-0.043023165,0.07422274,0.07098002,-0.0837421,-0.079716824,-0.0482816,-0.09387579,-0.009223302,-0.053247277,-0.008824091,0.091999225,-0.026035136,0.032210596,-0.085278824,0.05570083,0.038326707,0.05440759,-0.045530498,-0.066940784,0.00524247,0.10249588,-0.0230169,-0.048849422,-0.057957966,-0.075303145,0.01659987,-0.015945036,0.010992762,-0.007239622,-0.07437843,-0.16874215,-0.016573673,0.0051769353,0.13124938,-0.11143369,0.14836808,-0.0046304762,-0.010797031,0.078230515,-0.026219308,0.035914768,0.031142356,0.09149405,-0.080266684,-0.11412649,0.005701939,-0.009651184,-0.08436428,-0.10940147,0.15164216,-0.13875194,0.011914708,-0.019984335,0.08966993,0.05631059,-0.05525908,0.10858681,0.08856969,0.022755912,0.0837621,0.11186814,0.06871944,0.0641595,-0.010786799,0.024605684,0.040934306,-0.05369978,0.13698192,0.051765773,-0.09214846,-0.06997091,-0.093995206,0.045436878,0.123572566,-0.08902123,-0.06438866,-0.031617567,-0.10830238,-0.01973079,-0.055504408,0.034150872,-0.093153276,0.02987557,-0.15486751,-0.0061176037,-0.107750624,0.00017523843,0.12690306,0.05956466,-0.07780527,-0.038201194,0.053017918,-0.08504098,-0.06193811,-0.04140448,-0.044893496,0.06368989,0.030682119,-0.045204807,-0.07249683,0.025278185,0.1342134,-0.04902545,-0.06274055,-0.027170643,-0.10900903,0.097891286,-0.14239664,-0.03954622,0.015569027,0.0026844128,-0.03917962,-0.012438389,0.054404218,-0.009422376,-0.004505291,0.0446657,-0.08820378,0.046113674,0.041504428,-0.17188409,0.092534125,0.08935173,0.042832278,-0.038780477,0.08413971,0.023262603,0.060178276,0.045689266,-0.07063381,0.0104062455,0.09350965,0.07619305,-0.041397836,-0.067455165,0.03306608,-0.10363116,0.025155121,0.013920086,-0.04560059,0.07756667,0.027549671,-0.1416769,0.05222462,-0.0060767774,0.10122287,0.0018685233,0.034549866,-0.04061802,0.010459862,0.05174742,0.07503465,-0.026243,0.07342906,0.13929999,0.012100196,0.06490556,0.038455795,-0.062116683,-0.05822579,0.028643241,-0.016019477,0.08315706,-0.090972416,-0.00049909914,-0.10928614
makes,0.071143046,-0.025741778,-0.035647277,0.10707866,0.08836314,-0.04391634,0.032697763,0.18268307,-0.04180402,0.018034374,-0.091249645,-0.040659394,0.020381685,0.05958786,-0.042043906,0.0022157773,-0.007490224,-0.024257509,-0.024768353,-0.12328033,0.044022504,-0.090451635,0.01194327,-0.0061382647,0.008074666,-0.007408255,0.048885994,-0.06371722,-0.09532795,0.08388188,0.09521095,0.06612625,0.022335436,0.005675305,-0.047190953,0.078646936,0.07169529,-0.07236682,-0.07944928,-0.03227064,-0.09238561,0.004243529,-0.05401604,-0.013800042,0.09159169,-0.040578105,0.04212104,-0.07536202,0.054101262,0.02895213,0.057754118,-0.043518044,-0.07723314,0.0006080464,0.10536498,-0.019177143,-0.042205874,-0.05623984,-0.06845044,0.018567743,-0.000540663,0.019461175,-0.022011388,-0.07129162,-0.15436244,-0.020493444,0.0037660406,0.1423958,-0.096387304,0.14852878,-0.007928787,-0.0156907,0.08687973,-0.032584045,0.03632454,0.033561338,0.0864181,-0.08261214,-0.108073115,-0.00139548,-0.010498326,-0.09360478,-0.11363523,0.15322399,-0.13020642,0.0021666305,-0.02793558,0.08772682,0.051980514,-0.058489732,0.110538945,0.089633405,0.024366613,0.09425277,0.108612984,0.062253937,0.06586804,0.0013657426,0.015519634,0.04648671,-0.030358268,0.148909,0.052125975,-0.08658553,-0.06754149,-0.093104064,0.047292065,0.12537038,-0.090181395,-0.06902133,-0.033232957,-0.109927215,-0.019915689,-0.054317992,0.030023413,-0.098052286,0.02394061,-0.1561353,0.00018626338,-0.106709115,-0.009350865,0.12999904,0.054766603,-0.07315153,-0.03184686,0.05853782,-0.09193626,-0.07453473,-0.03614857,-0.03510189,0.05046288,0.03596283,-0.037760273,-0.08382573,0.016883003,0.14080158,-0.05202761,-0.056806616,-0.023984613,-0.10699434,0.10709397,-0.14562131,-0.038171455,0.0270171,0.004125619,-0.042331792,-0.012558872,0.048295107,-0.0051825503,-0.002488562,0.03832763,-0.09834991,0.062417794,0.03509962,-0.16648676,0.080453865,0.08553415,0.031449232,-0.043534797,0.087889016,0.015444223,0.06004618,0.057786312,-0.065625556,0.013060179,0.098444134,0.076890066,-0.048795223,-0.075394884,0.03463936,-0.11496508,0.022328172,0.016484078,-0.05741869,0.07939535,0.018881802,-0.148254,0.057900876,-0.0038808074,0.1020538,0.008325366,0.03674247,-0.053405285,0.00096483994,0.04402188,0.07137226,-0.02206038,0.06995757,0.13252896,0.017503519,0.0642361,0.037699938,-0.058401525,-0.048618495,0.019924069,-0.024987925,0.09339324,-0.08749211,-0.0032750738,-0.108385
